,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
976,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
977,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
978,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
979,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
980,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
981,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
982,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
983,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
984,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
985,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
986,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
987,Mercedes-Benz C,26949,Mercedes-Benz,C,2016,43 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
988,Kia Sorento 2.2 DSL 6AT 4x4 Cosmo,21349,Kia,Sorento,2017,100 000 km,Diesel,200 CP,2 199 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
989,Mercedes-Benz Sprinter,41949,Mercedes-Benz,Sprinter,2019,146 000 km,Diesel,163 CP,2 143 cm3,Spate,Euro 6,Automata,Monovolum,Romania,Da,Da
990,Audi Q8 3.0 50 TDI quattro Tiptronic,59949,Audi,Q8,2019,35 274 km,Diesel,285 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
991,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
992,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
993,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
994,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
995,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
996,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
997,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
998,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
999,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1000,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1001,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1002,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1003,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1004,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1005,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1006,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1007,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1008,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1009,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1010,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1011,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1012,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1013,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1014,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1015,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1016,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1017,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1018,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1019,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1020,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1021,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1022,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1023,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1024,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
1025,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1026,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1027,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1028,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1029,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1030,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1031,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1032,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1033,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1034,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1035,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1036,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1037,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1038,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1039,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1040,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1041,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1042,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1043,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1044,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1045,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1046,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1047,Toyota Avensis,17900,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
1048,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1049,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1050,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1051,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1052,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
1053,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1054,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1055,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1056,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1057,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1058,Audi A4 2.0 TDI Avant,9800,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
1059,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
1060,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1061,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1062,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1063,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1064,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1065,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1066,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1067,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1068,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1069,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1070,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1071,Toyota Land Cruiser,10800,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
1072,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1073,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1074,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1075,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1076,Audi SQ5 3.0 TFSI quattro tiptronic,22000,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
1077,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1078,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1079,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1080,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1081,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1082,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1083,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
1084,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1085,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1086,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1087,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
1088,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1089,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
1090,Dacia Sandero 0.9 TCe Laureate,8650,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
1091,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1092,Fiat Scudo L2 (5-Si.) Panorama Executive,4350,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
1093,Audi A4 Allroad quattro 3.0 TDI S tronic,19900,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
1094,BMW X4 xDrive20d,32900,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
1095,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1096,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1097,Audi Q7 3.0 TDI Quattro Tiptronic,46500,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
1098,Skoda Superb Combi 2.0 TDI DSG Sportline,12450,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
1099,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1100,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1101,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1102,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1103,BMW Seria 5 520d AT,30000,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
1104,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1105,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1106,Lamborghini Huracan,264949,Lamborghini,Huracan,2020,20 959 km,Benzina,640 CP,5 204 cm3,4x4 (automat),Euro 6,Automata,Coupe,Romania,,Da
1107,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1108,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
1109,BMW X3 xDrive20d Aut. xLine,37500,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
1110,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1111,Lamborghini URUS Standard,327250,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
1112,Ford Focus,5990,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
1113,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1114,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1115,Dacia Duster 1.5 dCi 4WD Comfort,8450,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
1116,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1117,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1118,Volkswagen Golf,2850,Volkswagen,Golf,2005,230 000 km,Benzina,102 CP,1 595 cm3,Fata,Euro 4,Manuala,Compacta,Germania,,
1119,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1120,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1121,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
1122,Volkswagen Passat Variant TDI,1600,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
1123,Volkswagen Golf 1.4 Variant Trendline,4000,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
1124,Audi A3 2.0 TDI Sportback quattro S tronic design,15600,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
1125,BMW Z4 roadster 2.0i,8900,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
1126,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
1127,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
1128,Ford S-Max 2.0 PFi Trend,4490,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
1129,"Skoda Superb 1,9TDI Avantgarde",2300,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
1130,BMW X1 xDrive20d,3890,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
1131,Volvo V40 D2 Momentum,9300,Volvo,V40,2018,236 700 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,,,
1132,Subaru XV 2.0D 6MT Confort + Navigatie,8000,Subaru,XV,2012,142 300 km,Diesel,147 CP,1 998 cm3,4x4 (automat),Euro 5b,Manuala,SUV,,,
1133,BMW Seria 5 520d Touring Aut.,10150,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
